bigg_id,name,database_links,kegg,ec,rhea
Htr,"H transporter, endoplasmic reticulum",RHEA: http://identifiers.org/rhea/34979; RHEA: http://identifiers.org/rhea/34980; RHEA: http://identifiers.org/rhea/34981; RHEA: http://identifiers.org/rhea/34982; BioCyc: http://identifiers.org/biocyc/META:RXN-14452; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100765; Reactome Reaction: http://identifiers.org/reactome/R-ATH-170026; Reactome Reaction: http://identifiers.org/reactome/R-ATH-74723; Reactome Reaction: http://identifiers.org/reactome/R-BTA-170026; Reactome Reaction: http://identifiers.org/reactome/R-BTA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-BTA-74723; Reactome Reaction: http://identifiers.org/reactome/R-CEL-170026; Reactome Reaction: http://identifiers.org/reactome/R-CEL-74723; Reactome Reaction: http://identifiers.org/reactome/R-CFA-170026; Reactome Reaction: http://identifiers.org/reactome/R-CFA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-CFA-74723; Reactome Reaction: http://identifiers.org/reactome/R-DDI-74723; Reactome Reaction: http://identifiers.org/reactome/R-DME-170026; Reactome Reaction: http://identifiers.org/reactome/R-DME-74723; Reactome Reaction: http://identifiers.org/reactome/R-DRE-170026; Reactome Reaction: http://identifiers.org/reactome/R-DRE-2534378; Reactome Reaction: http://identifiers.org/reactome/R-DRE-74723; Reactome Reaction: http://identifiers.org/reactome/R-GGA-170026; Reactome Reaction: http://identifiers.org/reactome/R-GGA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-GGA-74723; Reactome Reaction: http://identifiers.org/reactome/R-HSA-170026; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2534378; Reactome Reaction: http://identifiers.org/reactome/R-HSA-74723; Reactome Reaction: http://identifiers.org/reactome/R-MMU-170026; Reactome Reaction: http://identifiers.org/reactome/R-MMU-2534378; Reactome Reaction: http://identifiers.org/reactome/R-MMU-74723; Reactome Reaction: http://identifiers.org/reactome/R-OSA-170026; Reactome Reaction: http://identifiers.org/reactome/R-PFA-74723; Reactome Reaction: http://identifiers.org/reactome/R-RNO-170026; Reactome Reaction: http://identifiers.org/reactome/R-RNO-2534378; Reactome Reaction: http://identifiers.org/reactome/R-RNO-74723; Reactome Reaction: http://identifiers.org/reactome/R-SCE-170026; Reactome Reaction: http://identifiers.org/reactome/R-SCE-74723; Reactome Reaction: http://identifiers.org/reactome/R-SPO-74723; Reactome Reaction: http://identifiers.org/reactome/R-SSC-170026; Reactome Reaction: http://identifiers.org/reactome/R-SSC-2534378; Reactome Reaction: http://identifiers.org/reactome/R-SSC-74723; Reactome Reaction: http://identifiers.org/reactome/R-TGU-170026; Reactome Reaction: http://identifiers.org/reactome/R-TGU-2534378; Reactome Reaction: http://identifiers.org/reactome/R-TGU-74723; Reactome Reaction: http://identifiers.org/reactome/R-XTR-170026; Reactome Reaction: http://identifiers.org/reactome/R-XTR-2534378; Reactome Reaction: http://identifiers.org/reactome/R-XTR-74723; SEED Reaction: http://identifiers.org/seed.reaction/rxn08730; SEED Reaction: http://identifiers.org/seed.reaction/rxn11009,,,34982
IDHPOXOX4,Iodide:hydrogen-peroxide oxidoreductase 4,EC Number: http://identifiers.org/ec-code/1.11.1.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100794,,1.11.1.8,
IDHPOXOXb,Iodide:hydrogen-peroxide oxidoreductase,EC Number: http://identifiers.org/ec-code/1.11.1.8; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR138529,,1.11.1.8,
IMACTD_m,Imidazole acetaldeyde dehydrogenase (mito),EC Number: http://identifiers.org/ec-code/1.2.1.3; RHEA: http://identifiers.org/rhea/31059; RHEA: http://identifiers.org/rhea/31060; RHEA: http://identifiers.org/rhea/31061; RHEA: http://identifiers.org/rhea/31062; BioCyc: http://identifiers.org/biocyc/META:RXN-10089; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95745; KEGG Reaction: http://identifiers.org/kegg.reaction/R04065; SEED Reaction: http://identifiers.org/seed.reaction/rxn02853,R04065,1.2.1.3,31062
INOSTO,Myo-Inositol:oxygen oxidoreductase,EC Number: http://identifiers.org/ec-code/1.13.99.1; RHEA: http://identifiers.org/rhea/23696; RHEA: http://identifiers.org/rhea/23697; RHEA: http://identifiers.org/rhea/23698; RHEA: http://identifiers.org/rhea/23699; BioCyc: http://identifiers.org/biocyc/META:MYO-INOSITOL-OXYGENASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100839; KEGG Reaction: http://identifiers.org/kegg.reaction/R01184; SEED Reaction: http://identifiers.org/seed.reaction/rxn00880,R01184,1.13.99.1,23699
IPDDIx,Isopentenyl-diphosphate D-isomerase,RHEA: http://identifiers.org/rhea/23284; RHEA: http://identifiers.org/rhea/23285; RHEA: http://identifiers.org/rhea/23286; RHEA: http://identifiers.org/rhea/23287; EC Number: http://identifiers.org/ec-code/5.3.3.2; BioCyc: http://identifiers.org/biocyc/META:IPPISOM-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100796; Reactome Reaction: http://identifiers.org/reactome/R-ATH-191382; Reactome Reaction: http://identifiers.org/reactome/R-BTA-191382; Reactome Reaction: http://identifiers.org/reactome/R-CEL-191382; Reactome Reaction: http://identifiers.org/reactome/R-CFA-191382; Reactome Reaction: http://identifiers.org/reactome/R-DDI-191382; Reactome Reaction: http://identifiers.org/reactome/R-DME-191382; Reactome Reaction: http://identifiers.org/reactome/R-DRE-191382; Reactome Reaction: http://identifiers.org/reactome/R-GGA-191382; Reactome Reaction: http://identifiers.org/reactome/R-HSA-191382; Reactome Reaction: http://identifiers.org/reactome/R-MMU-191382; Reactome Reaction: http://identifiers.org/reactome/R-OSA-191382; Reactome Reaction: http://identifiers.org/reactome/R-RNO-191382; Reactome Reaction: http://identifiers.org/reactome/R-SCE-191382; Reactome Reaction: http://identifiers.org/reactome/R-SPO-191382; Reactome Reaction: http://identifiers.org/reactome/R-SSC-191382; Reactome Reaction: http://identifiers.org/reactome/R-TGU-191382; Reactome Reaction: http://identifiers.org/reactome/R-XTR-191382; KEGG Reaction: http://identifiers.org/kegg.reaction/R01123; SEED Reaction: http://identifiers.org/seed.reaction/rxn00830,R01123,5.3.3.2,23287
Kt3g,Potassium transport  via proton antiport,RHEA: http://identifiers.org/rhea/29467; RHEA: http://identifiers.org/rhea/29468; RHEA: http://identifiers.org/rhea/29469; RHEA: http://identifiers.org/rhea/29470; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-42; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100939; SEED Reaction: http://identifiers.org/seed.reaction/rxn05596; SEED Reaction: http://identifiers.org/seed.reaction/rxn08770,,,29470
L_LACtcm,L-lactate transport via diffusion (cytosol to mitochondria),RHEA: http://identifiers.org/rhea/34987; RHEA: http://identifiers.org/rhea/34988; RHEA: http://identifiers.org/rhea/34989; RHEA: http://identifiers.org/rhea/34990; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100999; SEED Reaction: http://identifiers.org/seed.reaction/rxn08795; SEED Reaction: http://identifiers.org/seed.reaction/rxn11016,,,34990
LCADi_Dm,"Lactaldehyde dehydrogenase, mitochondrial",EC Number: http://identifiers.org/ec-code/1.2.1.23; EC Number: http://identifiers.org/ec-code/1.2.1.3; BioCyc: http://identifiers.org/biocyc/META:LACTALDEHYDE-OXI-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101019; KEGG Reaction: http://identifiers.org/kegg.reaction/R01735; SEED Reaction: http://identifiers.org/seed.reaction/rxn01273,R01735,1.2.1.3,
LCYSTAT,L-Cysteate:2-oxoglutarate aminotransferase,EC Number: http://identifiers.org/ec-code/2.6.1.1; BioCyc: http://identifiers.org/biocyc/META:RXN-11737; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95161; KEGG Reaction: http://identifiers.org/kegg.reaction/R02433; SEED Reaction: http://identifiers.org/seed.reaction/rxn01757,R02433,2.6.1.1,
LCYSTATm,"Aspartate aminotransferase, cysteate forming, mitochondria",EC Number: http://identifiers.org/ec-code/2.6.1.1; BioCyc: http://identifiers.org/biocyc/META:RXN-11737; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95161; KEGG Reaction: http://identifiers.org/kegg.reaction/R02433; SEED Reaction: http://identifiers.org/seed.reaction/rxn01757,R02433,2.6.1.1,
LFORKYNHYD,L-Formylkynurenine hydrolase,EC Number: http://identifiers.org/ec-code/3.7.1.3; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101060,,3.7.1.3,
LNSTLSr,Lanosterol synthase,RHEA: http://identifiers.org/rhea/14621; RHEA: http://identifiers.org/rhea/14622; RHEA: http://identifiers.org/rhea/14623; RHEA: http://identifiers.org/rhea/14624; EC Number: http://identifiers.org/ec-code/5.4.99.7; BioCyc: http://identifiers.org/biocyc/META:LANOSTEROL-SYNTHASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101117; KEGG Reaction: http://identifiers.org/kegg.reaction/R03199; SEED Reaction: http://identifiers.org/seed.reaction/rxn02290,R03199,5.4.99.7,14624
LPCOXp,"L-pipecolate oxidase, peroxisomal",EC Number: http://identifiers.org/ec-code/1.5.3.7; RHEA: http://identifiers.org/rhea/11992; RHEA: http://identifiers.org/rhea/11993; RHEA: http://identifiers.org/rhea/11994; RHEA: http://identifiers.org/rhea/11995; BioCyc: http://identifiers.org/biocyc/META:L-PIPECOLATE-OXIDASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR107370; Reactome Reaction: http://identifiers.org/reactome/R-ATH-6783880; Reactome Reaction: http://identifiers.org/reactome/R-BTA-6783880; Reactome Reaction: http://identifiers.org/reactome/R-CEL-6783880; Reactome Reaction: http://identifiers.org/reactome/R-CFA-6783880; Reactome Reaction: http://identifiers.org/reactome/R-DDI-6783880; Reactome Reaction: http://identifiers.org/reactome/R-DRE-6783880; Reactome Reaction: http://identifiers.org/reactome/R-GGA-6783880; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6783880; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6783880; Reactome Reaction: http://identifiers.org/reactome/R-OSA-6783880; Reactome Reaction: http://identifiers.org/reactome/R-RNO-6783880; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6783880; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6783880; KEGG Reaction: http://identifiers.org/kegg.reaction/R02204; SEED Reaction: http://identifiers.org/seed.reaction/rxn01580,R02204,1.5.3.7,11995
LSTO2r,Lathosterol oxidase,EC Number: http://identifiers.org/ec-code/1.14.21.6; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101245,,1.14.21.6,
LTC4Sr,Leukotriene C4 synthase,RHEA: http://identifiers.org/rhea/17617; RHEA: http://identifiers.org/rhea/17618; RHEA: http://identifiers.org/rhea/17619; RHEA: http://identifiers.org/rhea/17620; EC Number: http://identifiers.org/ec-code/4.4.1.20; BioCyc: http://identifiers.org/biocyc/META:LEUKOTRIENE-C4-SYNTHASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101248; Reactome Reaction: http://identifiers.org/reactome/R-BTA-266050; Reactome Reaction: http://identifiers.org/reactome/R-CFA-266050; Reactome Reaction: http://identifiers.org/reactome/R-DRE-266050; Reactome Reaction: http://identifiers.org/reactome/R-GGA-266050; Reactome Reaction: http://identifiers.org/reactome/R-HSA-266050; Reactome Reaction: http://identifiers.org/reactome/R-MMU-266050; Reactome Reaction: http://identifiers.org/reactome/R-RNO-266050; Reactome Reaction: http://identifiers.org/reactome/R-SSC-266050; Reactome Reaction: http://identifiers.org/reactome/R-TGU-266050; Reactome Reaction: http://identifiers.org/reactome/R-XTR-266050; KEGG Reaction: http://identifiers.org/kegg.reaction/R03059; SEED Reaction: http://identifiers.org/seed.reaction/rxn02194,R03059,4.4.1.20,17620
LYSOXp,"L-lysine oxidase, peroxisomal",EC Number: http://identifiers.org/ec-code/1.4.3.14; RHEA: http://identifiers.org/rhea/14437; RHEA: http://identifiers.org/rhea/14438; RHEA: http://identifiers.org/rhea/14439; RHEA: http://identifiers.org/rhea/14440; BioCyc: http://identifiers.org/biocyc/META:L-LYSINE-OXIDASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101262; KEGG Reaction: http://identifiers.org/kegg.reaction/R00447; SEED Reaction: http://identifiers.org/seed.reaction/rxn00310,R00447,1.4.3.14,14440
MALTe,"Alpha-glucosidase, extracellular",EC Number: http://identifiers.org/ec-code/3.2.1.20; BioCyc: http://identifiers.org/biocyc/META:RXN-15910; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101350; KEGG Reaction: http://identifiers.org/kegg.reaction/R00028; SEED Reaction: http://identifiers.org/seed.reaction/rxn00022,R00028,3.2.1.20,
MALTt1r,Maltose transport (uniport),RHEA: http://identifiers.org/rhea/33171; RHEA: http://identifiers.org/rhea/33172; RHEA: http://identifiers.org/rhea/33173; RHEA: http://identifiers.org/rhea/33174; BioCyc: http://identifiers.org/biocyc/META:RXN-14351; BioCyc: http://identifiers.org/biocyc/META:RXN0-1741; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-575; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101364; SEED Reaction: http://identifiers.org/seed.reaction/rxn08874,,,33174
MELATN23DOX,"Melatonin:oxygen 2,3-dioxygenase (indole-decyclizing)",EC Number: http://identifiers.org/ec-code/1.13.11.52; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101457,,1.13.11.52,
MEOHtly,"Methanol transporter, lysosome",RHEA: http://identifiers.org/rhea/34871; RHEA: http://identifiers.org/rhea/34872; RHEA: http://identifiers.org/rhea/34873; RHEA: http://identifiers.org/rhea/34874; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-459; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101464; SEED Reaction: http://identifiers.org/seed.reaction/rxn10570,,,34874
MGCHrm,Methylglutaconyl-coa hydratase,EC Number: http://identifiers.org/ec-code/4.2.1.18; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101513,,4.2.1.18,
MI134PP,"D-myo-Inositol 1,3,4-trisphosphate 1-phosphohydrolase",EC Number: http://identifiers.org/ec-code/3.1.3.57; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101562,,3.1.3.57,
MLTG1e,"Maltodextrin glucosidase (maltotriose), extracellular",EC Number: http://identifiers.org/ec-code/3.2.1.20; BioCyc: http://identifiers.org/biocyc/META:RXN0-5183; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101619; SEED Reaction: http://identifiers.org/seed.reaction/rxn05746,,3.2.1.20,
MMMm,Methylmalonyl-CoA mutase,RHEA: http://identifiers.org/rhea/22888; RHEA: http://identifiers.org/rhea/22889; RHEA: http://identifiers.org/rhea/22890; RHEA: http://identifiers.org/rhea/22891; EC Number: http://identifiers.org/ec-code/5.4.99.2; BioCyc: http://identifiers.org/biocyc/META:METHYLMALONYL-COA-MUT-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101661; Reactome Reaction: http://identifiers.org/reactome/R-BTA-71010; Reactome Reaction: http://identifiers.org/reactome/R-CEL-71010; Reactome Reaction: http://identifiers.org/reactome/R-CFA-71010; Reactome Reaction: http://identifiers.org/reactome/R-DDI-71010; Reactome Reaction: http://identifiers.org/reactome/R-DRE-71010; Reactome Reaction: http://identifiers.org/reactome/R-GGA-71010; Reactome Reaction: http://identifiers.org/reactome/R-HSA-71010; Reactome Reaction: http://identifiers.org/reactome/R-MMU-71010; Reactome Reaction: http://identifiers.org/reactome/R-RNO-71010; Reactome Reaction: http://identifiers.org/reactome/R-SSC-71010; Reactome Reaction: http://identifiers.org/reactome/R-TGU-71010; Reactome Reaction: http://identifiers.org/reactome/R-XTR-71010; KEGG Reaction: http://identifiers.org/kegg.reaction/R00833; SEED Reaction: http://identifiers.org/seed.reaction/rxn00602,R00833,5.4.99.2,22891
MMTSADm,"Malonate-semialdehyde dehydrogenase (acetylating), mitochondrial",EC Number: http://identifiers.org/ec-code/1.2.1.18; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101668; SEED Reaction: http://identifiers.org/seed.reaction/rxn02424,,1.2.1.18,
NADPN,NADP nucleosidase,EC Number: http://identifiers.org/ec-code/3.2.2.6; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101895,,3.2.2.6,
NAt3_1g,Sodium proton antiporter (H:NA is 1:1),RHEA: http://identifiers.org/rhea/29419; RHEA: http://identifiers.org/rhea/29420; RHEA: http://identifiers.org/rhea/29421; RHEA: http://identifiers.org/rhea/29422; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-101; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101803; Reactome Reaction: http://identifiers.org/reactome/R-ATH-425965; Reactome Reaction: http://identifiers.org/reactome/R-ATH-425983; Reactome Reaction: http://identifiers.org/reactome/R-ATH-426015; Reactome Reaction: http://identifiers.org/reactome/R-BTA-2872444; Reactome Reaction: http://identifiers.org/reactome/R-BTA-425965; Reactome Reaction: http://identifiers.org/reactome/R-BTA-425983; Reactome Reaction: http://identifiers.org/reactome/R-BTA-425994; Reactome Reaction: http://identifiers.org/reactome/R-BTA-426015; Reactome Reaction: http://identifiers.org/reactome/R-CEL-2872444; Reactome Reaction: http://identifiers.org/reactome/R-CEL-425965; Reactome Reaction: http://identifiers.org/reactome/R-CEL-425983; Reactome Reaction: http://identifiers.org/reactome/R-CEL-425994; Reactome Reaction: http://identifiers.org/reactome/R-CEL-426015; Reactome Reaction: http://identifiers.org/reactome/R-CFA-2872444; Reactome Reaction: http://identifiers.org/reactome/R-CFA-425965; Reactome Reaction: http://identifiers.org/reactome/R-CFA-425983; Reactome Reaction: http://identifiers.org/reactome/R-CFA-425994; Reactome Reaction: http://identifiers.org/reactome/R-CFA-426015; Reactome Reaction: http://identifiers.org/reactome/R-DDI-426015; Reactome Reaction: http://identifiers.org/reactome/R-DME-2872444; Reactome Reaction: http://identifiers.org/reactome/R-DME-425965; Reactome Reaction: http://identifiers.org/reactome/R-DME-425983; Reactome Reaction: http://identifiers.org/reactome/R-DME-425994; Reactome Reaction: http://identifiers.org/reactome/R-DME-426015; Reactome Reaction: http://identifiers.org/reactome/R-DRE-2872444; Reactome Reaction: http://identifiers.org/reactome/R-DRE-425983; Reactome Reaction: http://identifiers.org/reactome/R-DRE-425994; Reactome Reaction: http://identifiers.org/reactome/R-DRE-426015; Reactome Reaction: http://identifiers.org/reactome/R-GGA-2872444; Reactome Reaction: http://identifiers.org/reactome/R-GGA-425965; Reactome Reaction: http://identifiers.org/reactome/R-GGA-425983; Reactome Reaction: http://identifiers.org/reactome/R-GGA-425994; Reactome Reaction: http://identifiers.org/reactome/R-GGA-426015; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2872444; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2872463; Reactome Reaction: http://identifiers.org/reactome/R-HSA-425965; Reactome Reaction: http://identifiers.org/reactome/R-HSA-425983; Reactome Reaction: http://identifiers.org/reactome/R-HSA-425994; Reactome Reaction: http://identifiers.org/reactome/R-HSA-426015; Reactome Reaction: http://identifiers.org/reactome/R-MMU-2872444; Reactome Reaction: http://identifiers.org/reactome/R-MMU-2872452; Reactome Reaction: http://identifiers.org/reactome/R-MMU-425965; Reactome Reaction: http://identifiers.org/reactome/R-MMU-425983; Reactome Reaction: http://identifiers.org/reactome/R-MMU-425994; Reactome Reaction: http://identifiers.org/reactome/R-MMU-426015; Reactome Reaction: http://identifiers.org/reactome/R-OSA-425965; Reactome Reaction: http://identifiers.org/reactome/R-OSA-425983; Reactome Reaction: http://identifiers.org/reactome/R-OSA-426015; Reactome Reaction: http://identifiers.org/reactome/R-RNO-2872444; Reactome Reaction: http://identifiers.org/reactome/R-RNO-425965; Reactome Reaction: http://identifiers.org/reactome/R-RNO-425983; Reactome Reaction: http://identifiers.org/reactome/R-RNO-425994; Reactome Reaction: http://identifiers.org/reactome/R-RNO-426015; Reactome Reaction: http://identifiers.org/reactome/R-SCE-425965; Reactome Reaction: http://identifiers.org/reactome/R-SCE-425983; Reactome Reaction: http://identifiers.org/reactome/R-SCE-425994; Reactome Reaction: http://identifiers.org/reactome/R-SCE-426015; Reactome Reaction: http://identifiers.org/reactome/R-SPO-425965; Reactome Reaction: http://identifiers.org/reactome/R-SPO-425983; Reactome Reaction: http://identifiers.org/reactome/R-SPO-426015; Reactome Reaction: http://identifiers.org/reactome/R-SSC-2872444; Reactome Reaction: http://identifiers.org/reactome/R-SSC-425965; Reactome Reaction: http://identifiers.org/reactome/R-SSC-425983; Reactome Reaction: http://identifiers.org/reactome/R-SSC-425994; Reactome Reaction: http://identifiers.org/reactome/R-SSC-426015; Reactome Reaction: http://identifiers.org/reactome/R-TGU-2872444; Reactome Reaction: http://identifiers.org/reactome/R-TGU-425965; Reactome Reaction: http://identifiers.org/reactome/R-TGU-425983; Reactome Reaction: http://identifiers.org/reactome/R-TGU-425994; Reactome Reaction: http://identifiers.org/reactome/R-TGU-426015; Reactome Reaction: http://identifiers.org/reactome/R-XTR-2872444; Reactome Reaction: http://identifiers.org/reactome/R-XTR-425965; Reactome Reaction: http://identifiers.org/reactome/R-XTR-425983; Reactome Reaction: http://identifiers.org/reactome/R-XTR-425994; Reactome Reaction: http://identifiers.org/reactome/R-XTR-426015; SEED Reaction: http://identifiers.org/seed.reaction/rxn05209; SEED Reaction: http://identifiers.org/seed.reaction/rxn08984,,,29422
